Year,Month,State,Species,Metric Tons,Pounds,$
2011,Jan,Florida West Coast,"SNAPPER, VERMILION",30.7,"67,618","182,637"
2012,Jan,Florida West Coast,"SNAPPER, VERMILION",69.5,"153,212","393,899"
2013,Jan,Florida West Coast,"SNAPPER, VERMILION",39.6,"87,332","242,187"
2014,Jan,Florida West Coast,"SNAPPER, VERMILION",18.2,"40,226","113,036"
2015,Jan,Florida West Coast,"SNAPPER, VERMILION",35.1,"77,476","209,078"
2016,Jan,Florida West Coast,"SNAPPER, VERMILION",21.1,"46,481","126,517"
1990,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",68.8,"151,703","397,892"
1991,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",63.1,"139,110","358,069"
1992,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",52.8,"116,442","255,070"
1993,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",80.9,"178,300","390,632"
1994,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",41,"90,400","221,759"
1995,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",57.5,"126,770","293,856"
1996,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",40.6,"89,571","198,019"
1997,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",43.8,"96,661","235,322"
1998,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",61.3,"135,149","311,416"
1999,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",48.5,"106,906","239,691"
2000,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",39.7,"87,481","196,327"
2001,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",18.2,"40,052","98,115"
2002,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",55.4,"122,027","264,983"
2003,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",23.4,"51,658","126,719"
2004,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",35.5,"78,186","191,751"
2005,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",33.6,"74,091","182,489"
2006,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",33,"72,782","190,579"
2007,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",26,"57,396","170,730"
2008,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",27.8,"61,306","179,860"
2009,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",35.1,"77,480","211,719"
2010,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",28.7,"63,300","198,896"
2011,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",31.4,"69,171","208,143"
2012,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",43.1,"95,108","309,959"
2013,Jan,Florida West Coast,"SNAPPER, YELLOWTAIL",44.3,"97,575","321,895"
